tf_bnum	tf_symbol	gene_bnum	gene_symbol	valid_tf	valid_gene
b3753	rbsR	b2245	rhmA	TRUE	FALSE
b3773	ilvY	b2245	rhmA	TRUE	FALSE
b3828	metR	b2245	rhmA	TRUE	FALSE
b3868	glnG	b2245	rhmA	TRUE	FALSE
b3884	yihW	b2245	rhmA	TRUE	FALSE
b3905	rhaS	b2245	rhmA	TRUE	FALSE
b3906	rhaR	b2245	rhmA	TRUE	FALSE
b3912	cpxR	b2245	rhmA	TRUE	FALSE
b3934	cytR	b2245	rhmA	TRUE	FALSE
b3938	metJ	b2245	rhmA	TRUE	FALSE
b3961	oxyR	b2245	rhmA	TRUE	FALSE
b3963	fabR	b2245	rhmA	TRUE	FALSE
b3973	birA	b2245	rhmA	TRUE	FALSE
b4000	hupA	b2245	rhmA	TRUE	FALSE
b4004	zraR	b2245	rhmA	TRUE	FALSE
b4018	iclR	b2245	rhmA	TRUE	FALSE
b4043	lexA	b2245	rhmA	TRUE	FALSE
b4046	zur	b2245	rhmA	TRUE	FALSE
b4062	soxS	b2245	rhmA	TRUE	FALSE
b4063	soxR	b2245	rhmA	TRUE	FALSE
b4089	rpiR	b2245	rhmA	TRUE	FALSE
b4113	basR	b2245	rhmA	TRUE	FALSE
b4116	adiY	b2245	rhmA	TRUE	FALSE
b4118	melR	b2245	rhmA	TRUE	FALSE
b4124	dcuR	b2245	rhmA	TRUE	FALSE
b4133	cadC	b2245	rhmA	TRUE	FALSE
b4178	nsrR	b2245	rhmA	TRUE	FALSE
b4187	aidB	b2245	rhmA	TRUE	FALSE
b4191	ulaR	b2245	rhmA	TRUE	FALSE
b4241	treR	b2245	rhmA	TRUE	FALSE
b4260	pepA	b2245	rhmA	TRUE	FALSE
b4264	idnR	b2245	rhmA	TRUE	FALSE
b4324	uxuR	b2245	rhmA	TRUE	FALSE
b4327	yjiE	b2245	rhmA	TRUE	FALSE
b4365	yjjQ	b2245	rhmA	TRUE	FALSE
b4366	bglJ	b2245	rhmA	TRUE	FALSE
b4390	nadR	b2245	rhmA	TRUE	FALSE
b4393	trpR	b2245	rhmA	TRUE	FALSE
b4396	rob	b2245	rhmA	TRUE	FALSE
b4398	creB	b2245	rhmA	TRUE	FALSE
b4401	arcA	b2245	rhmA	TRUE	FALSE
b4480	hdfR	b2245	rhmA	TRUE	FALSE
b4498	gatR	b2245	rhmA	TRUE	FALSE
b0020	nhaR	b2246	rhmT	TRUE	FALSE
b0034	caiF	b2246	rhmT	TRUE	FALSE
b0064	araC	b2246	rhmT	TRUE	FALSE
b0069	sgrR	b2246	rhmT	TRUE	FALSE
b0076	leuO	b2246	rhmT	TRUE	FALSE
b0080	fruR	b2246	rhmT	TRUE	FALSE
b0081	mraZ	b2246	rhmT	TRUE	FALSE
b0113	pdhR	b2246	rhmT	TRUE	FALSE
b0162	cdaR	b2246	rhmT	TRUE	FALSE
b0225	yafQ	b2246	rhmT	TRUE	FALSE
b0226	dinJ	b2246	rhmT	TRUE	FALSE
b0294	matA	b2246	rhmT	TRUE	FALSE
b0305	ykgD	b2246	rhmT	TRUE	FALSE
b0313	betI	b2246	rhmT	TRUE	FALSE
b0315	yahA	b2246	rhmT	TRUE	FALSE
b0330	prpR	b2246	rhmT	TRUE	FALSE
b0338	cynR	b2246	rhmT	TRUE	FALSE
b0345	lacI	b2246	rhmT	TRUE	FALSE
b0346	mhpR	b2246	rhmT	TRUE	FALSE
b0399	phoB	b2246	rhmT	TRUE	FALSE
b0413	nrdR	b2246	rhmT	TRUE	FALSE
b0435	bolA	b2246	rhmT	TRUE	FALSE
b0440	hupB	b2246	rhmT	TRUE	FALSE
b0464	acrR	b2246	rhmT	TRUE	FALSE
b0487	cueR	b2246	rhmT	TRUE	FALSE
b0504	allS	b2246	rhmT	TRUE	FALSE
b0506	allR	b2246	rhmT	TRUE	FALSE
b0564	appY	b2246	rhmT	TRUE	FALSE
b0566	envY	b2246	rhmT	TRUE	FALSE
b0571	cusR	b2246	rhmT	TRUE	FALSE
b0620	citB	b2246	rhmT	TRUE	FALSE
b0676	nagC	b2246	rhmT	TRUE	FALSE
b0683	fur	b2246	rhmT	TRUE	FALSE
b0694	kdpE	b2246	rhmT	TRUE	FALSE
b0730	mngR	b2246	rhmT	TRUE	FALSE
b0761	modE	b2246	rhmT	TRUE	FALSE
b0817	mntR	b2246	rhmT	TRUE	FALSE
b0840	deoR	b2246	rhmT	TRUE	FALSE
b0846	ybjK	b2246	rhmT	TRUE	FALSE
b0889	lrp	b2246	rhmT	TRUE	FALSE
b0912	ihfB	b2246	rhmT	TRUE	FALSE
b0995	torR	b2246	rhmT	TRUE	FALSE
b1013	rutR	b2246	rhmT	TRUE	FALSE
b1014	putA	b2246	rhmT	TRUE	FALSE
b1040	csgD	b2246	rhmT	TRUE	FALSE
b1111	ycfQ	b2246	rhmT	TRUE	FALSE
b1130	phoP	b2246	rhmT	TRUE	FALSE
b1162	ycgE	b2246	rhmT	TRUE	FALSE
b1187	fadR	b2246	rhmT	TRUE	FALSE
b1201	dhaR	b2246	rhmT	TRUE	FALSE
b1221	narL	b2246	rhmT	TRUE	FALSE
b1237	hns	b2246	rhmT	TRUE	FALSE
b1275	cysB	b2246	rhmT	TRUE	FALSE
b1299	puuR	b2246	rhmT	TRUE	FALSE
b1303	pspF	b2246	rhmT	TRUE	FALSE
b1323	tyrR	b2246	rhmT	TRUE	FALSE
b1328	ycjZ	b2246	rhmT	TRUE	FALSE
b1334	fnr	b2246	rhmT	TRUE	FALSE
b1384	feaR	b2246	rhmT	TRUE	FALSE
b1399	paaX	b2246	rhmT	TRUE	FALSE
b1434	ydcN	b2246	rhmT	TRUE	FALSE
b1450	yncC	b2246	rhmT	TRUE	FALSE
b1499	ydeO	b2246	rhmT	TRUE	FALSE
b1507	hipA	b2246	rhmT	TRUE	FALSE
b1508	hipB	b2246	rhmT	TRUE	FALSE
b1512	lsrR	b2246	rhmT	TRUE	FALSE
b1530	marR	b2246	rhmT	TRUE	FALSE
b1531	marA	b2246	rhmT	TRUE	FALSE
b1563	relE	b2246	rhmT	TRUE	FALSE
b1564	relB	b2246	rhmT	TRUE	FALSE
b1570	dicA	b2246	rhmT	TRUE	FALSE
b1594	dgsA	b2246	rhmT	TRUE	FALSE
b1608	rstA	b2246	rhmT	TRUE	FALSE
b1618	uidR	b2246	rhmT	TRUE	FALSE
b1620	malI	b2246	rhmT	TRUE	FALSE
b1642	slyA	b2246	rhmT	TRUE	FALSE
b1649	ydhM	b2246	rhmT	TRUE	FALSE
b1658	purR	b2246	rhmT	TRUE	FALSE
b1712	ihfA	b2246	rhmT	TRUE	FALSE
b1735	chbR	b2246	rhmT	TRUE	FALSE
b1790	yeaM	b2246	rhmT	TRUE	FALSE
b1827	kdgR	b2246	rhmT	TRUE	FALSE
b1891	flhC	b2246	rhmT	TRUE	FALSE
b1892	flhD	b2246	rhmT	TRUE	FALSE
b1914	uvrY	b2246	rhmT	TRUE	FALSE
b1916	sdiA	b2246	rhmT	TRUE	FALSE
b1921	fliZ	b2246	rhmT	TRUE	FALSE
b1951	rcsA	b2246	rhmT	TRUE	FALSE
b1969	yedW	b2246	rhmT	TRUE	FALSE
b1987	cbl	b2246	rhmT	TRUE	FALSE
b1988	nac	b2246	rhmT	TRUE	FALSE
b2079	baeR	b2246	rhmT	TRUE	FALSE
b2105	rcnR	b2246	rhmT	TRUE	FALSE
b2125	yehT	b2246	rhmT	TRUE	FALSE
b2127	mlrA	b2246	rhmT	TRUE	FALSE
b2151	galS	b2246	rhmT	TRUE	FALSE
b2163	yeiL	b2246	rhmT	TRUE	FALSE
b2193	narP	b2246	rhmT	TRUE	FALSE
b2213	ada	b2246	rhmT	TRUE	FALSE
b2217	rcsB	b2246	rhmT	TRUE	FALSE
b2220	atoC	b2246	rhmT	TRUE	FALSE
b2289	lrhA	b2246	rhmT	TRUE	FALSE
b2364	dsdC	b2246	rhmT	TRUE	FALSE
b2369	evgA	b2246	rhmT	TRUE	FALSE
b2381	ypdB	b2246	rhmT	TRUE	FALSE
b2405	xapR	b2246	rhmT	TRUE	FALSE
b2427	yfeT	b2246	rhmT	TRUE	FALSE
b2491	hyfR	b2246	rhmT	TRUE	FALSE
b2531	iscR	b2246	rhmT	TRUE	FALSE
b2537	hcaR	b2246	rhmT	TRUE	FALSE
b2554	yfhA	b2246	rhmT	TRUE	FALSE
b2664	csiR	b2246	rhmT	TRUE	FALSE
b2669	stpA	b2246	rhmT	TRUE	FALSE
b2684	mprA	b2246	rhmT	TRUE	FALSE
b2697	alaS	b2246	rhmT	TRUE	FALSE
b2706	gutM	b2246	rhmT	TRUE	FALSE
b2707	srlR	b2246	rhmT	TRUE	FALSE
b2709	norR	b2246	rhmT	TRUE	FALSE
b2714	ascG	b2246	rhmT	TRUE	FALSE
b2731	fhlA	b2246	rhmT	TRUE	FALSE
b2782	mazF	b2246	rhmT	TRUE	FALSE
b2783	mazE	b2246	rhmT	TRUE	FALSE
b2805	fucR	b2246	rhmT	TRUE	FALSE
b2808	gcvA	b2246	rhmT	TRUE	FALSE
b2837	galR	b2246	rhmT	TRUE	FALSE
b2839	lysR	b2246	rhmT	TRUE	FALSE
b2916	argP	b2246	rhmT	TRUE	FALSE
b2980	glcC	b2246	rhmT	TRUE	FALSE
b3010	yqhC	b2246	rhmT	TRUE	FALSE
b3021	ygiT	b2246	rhmT	TRUE	FALSE
b3025	qseB	b2246	rhmT	TRUE	FALSE
b3060	ttdR	b2246	rhmT	TRUE	FALSE
b3071	yqjI	b2246	rhmT	TRUE	FALSE
b3075	ebgR	b2246	rhmT	TRUE	FALSE
b3094	exuR	b2246	rhmT	TRUE	FALSE
b3105	yhaJ	b2246	rhmT	TRUE	FALSE
b3118	tdcA	b2246	rhmT	TRUE	FALSE
b3119	tdcR	b2246	rhmT	TRUE	FALSE
b3131	agaR	b2246	rhmT	TRUE	FALSE
b3226	nanR	b2246	rhmT	TRUE	FALSE
b3237	argR	b2246	rhmT	TRUE	FALSE
b3261	fis	b2246	rhmT	TRUE	FALSE
b3264	envR	b2246	rhmT	TRUE	FALSE
b3292	zntR	b2246	rhmT	TRUE	FALSE
b3357	crp	b2246	rhmT	TRUE	FALSE
b3405	ompR	b2246	rhmT	TRUE	FALSE
b3418	malT	b2246	rhmT	TRUE	FALSE
b3422	rtcR	b2246	rhmT	TRUE	FALSE
b3423	glpR	b2246	rhmT	TRUE	FALSE
b3438	gntR	b2246	rhmT	TRUE	FALSE
b3481	nikR	b2246	rhmT	TRUE	FALSE
b3501	arsR	b2246	rhmT	TRUE	FALSE
b3512	gadE	b2246	rhmT	TRUE	FALSE
b3515	gadW	b2246	rhmT	TRUE	FALSE
b3516	gadX	b2246	rhmT	TRUE	FALSE
b3556	cspA	b2246	rhmT	TRUE	FALSE
b3569	xylR	b2246	rhmT	TRUE	FALSE
b3574	yiaJ	b2246	rhmT	TRUE	FALSE
b3604	lldR	b2246	rhmT	TRUE	FALSE
b3669	uhpA	b2246	rhmT	TRUE	FALSE
b3702	dnaA	b2246	rhmT	TRUE	FALSE
b3743	asnC	b2246	rhmT	TRUE	FALSE
b3753	rbsR	b2246	rhmT	TRUE	FALSE
b3773	ilvY	b2246	rhmT	TRUE	FALSE
b3828	metR	b2246	rhmT	TRUE	FALSE
b3868	glnG	b2246	rhmT	TRUE	FALSE
b3884	yihW	b2246	rhmT	TRUE	FALSE
b3905	rhaS	b2246	rhmT	TRUE	FALSE
b3906	rhaR	b2246	rhmT	TRUE	FALSE
b3912	cpxR	b2246	rhmT	TRUE	FALSE
b3934	cytR	b2246	rhmT	TRUE	FALSE
b3938	metJ	b2246	rhmT	TRUE	FALSE
b3961	oxyR	b2246	rhmT	TRUE	FALSE
b3963	fabR	b2246	rhmT	TRUE	FALSE
b3973	birA	b2246	rhmT	TRUE	FALSE
b4000	hupA	b2246	rhmT	TRUE	FALSE
b4004	zraR	b2246	rhmT	TRUE	FALSE
b4018	iclR	b2246	rhmT	TRUE	FALSE
b4043	lexA	b2246	rhmT	TRUE	FALSE
b4046	zur	b2246	rhmT	TRUE	FALSE
b4062	soxS	b2246	rhmT	TRUE	FALSE
b4063	soxR	b2246	rhmT	TRUE	FALSE
b4089	rpiR	b2246	rhmT	TRUE	FALSE
b4113	basR	b2246	rhmT	TRUE	FALSE
b4116	adiY	b2246	rhmT	TRUE	FALSE
b4118	melR	b2246	rhmT	TRUE	FALSE
b4124	dcuR	b2246	rhmT	TRUE	FALSE
b4133	cadC	b2246	rhmT	TRUE	FALSE
b4178	nsrR	b2246	rhmT	TRUE	FALSE
b4187	aidB	b2246	rhmT	TRUE	FALSE
b4191	ulaR	b2246	rhmT	TRUE	FALSE
b4241	treR	b2246	rhmT	TRUE	FALSE
b4260	pepA	b2246	rhmT	TRUE	FALSE
b4264	idnR	b2246	rhmT	TRUE	FALSE
b4324	uxuR	b2246	rhmT	TRUE	FALSE
b4327	yjiE	b2246	rhmT	TRUE	FALSE
b4365	yjjQ	b2246	rhmT	TRUE	FALSE
b4366	bglJ	b2246	rhmT	TRUE	FALSE
b4390	nadR	b2246	rhmT	TRUE	FALSE
b4393	trpR	b2246	rhmT	TRUE	FALSE
b4396	rob	b2246	rhmT	TRUE	FALSE
b4398	creB	b2246	rhmT	TRUE	FALSE
b4401	arcA	b2246	rhmT	TRUE	FALSE
b4480	hdfR	b2246	rhmT	TRUE	FALSE
b4498	gatR	b2246	rhmT	TRUE	FALSE
b0020	nhaR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0034	caiF	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0064	araC	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0069	sgrR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0076	leuO	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0080	fruR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0081	mraZ	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0113	pdhR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0162	cdaR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0225	yafQ	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0226	dinJ	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0294	matA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0305	ykgD	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0313	betI	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0315	yahA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0330	prpR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0338	cynR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0345	lacI	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0346	mhpR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0399	phoB	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0413	nrdR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0435	bolA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0440	hupB	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0464	acrR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0487	cueR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0504	allS	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0506	allR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0564	appY	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0566	envY	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0571	cusR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0620	citB	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0676	nagC	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0683	fur	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0694	kdpE	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0730	mngR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0761	modE	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0817	mntR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0840	deoR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0846	ybjK	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0889	lrp	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0912	ihfB	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b0995	torR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1013	rutR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1014	putA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1040	csgD	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1111	ycfQ	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1130	phoP	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1162	ycgE	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1187	fadR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1201	dhaR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1221	narL	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1237	hns	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1275	cysB	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1299	puuR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1303	pspF	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1323	tyrR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1328	ycjZ	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1334	fnr	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1384	feaR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1399	paaX	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1434	ydcN	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1450	yncC	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1499	ydeO	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1507	hipA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1508	hipB	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1512	lsrR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1530	marR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1531	marA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1563	relE	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1564	relB	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1570	dicA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1594	dgsA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1608	rstA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1618	uidR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1620	malI	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1642	slyA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1649	ydhM	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1658	purR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1712	ihfA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1735	chbR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1790	yeaM	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1827	kdgR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1891	flhC	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1892	flhD	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1914	uvrY	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1916	sdiA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1921	fliZ	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1951	rcsA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1969	yedW	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1987	cbl	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b1988	nac	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2079	baeR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2105	rcnR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2125	yehT	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2127	mlrA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2151	galS	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2163	yeiL	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2193	narP	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2213	ada	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2217	rcsB	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2220	atoC	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2289	lrhA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2364	dsdC	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2369	evgA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2381	ypdB	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2405	xapR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2427	yfeT	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2491	hyfR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2531	iscR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2537	hcaR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2554	yfhA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2664	csiR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2669	stpA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2684	mprA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2697	alaS	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2706	gutM	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2707	srlR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2709	norR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2714	ascG	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2731	fhlA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2782	mazF	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2783	mazE	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2805	fucR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2808	gcvA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2837	galR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2839	lysR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2916	argP	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b2980	glcC	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3010	yqhC	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3021	ygiT	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3025	qseB	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3060	ttdR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3071	yqjI	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3075	ebgR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3094	exuR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3105	yhaJ	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3118	tdcA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3119	tdcR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3131	agaR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3226	nanR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3237	argR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3261	fis	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3264	envR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3292	zntR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3357	crp	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3405	ompR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3418	malT	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3422	rtcR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3423	glpR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3438	gntR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3481	nikR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3501	arsR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3512	gadE	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3515	gadW	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3516	gadX	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3556	cspA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3569	xylR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3574	yiaJ	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3604	lldR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3669	uhpA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3702	dnaA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3743	asnC	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3753	rbsR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3773	ilvY	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3828	metR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3868	glnG	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3884	yihW	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3905	rhaS	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3906	rhaR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3912	cpxR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3934	cytR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3938	metJ	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3961	oxyR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3963	fabR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b3973	birA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4000	hupA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4004	zraR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4018	iclR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4043	lexA	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4046	zur	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4062	soxS	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4063	soxR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4089	rpiR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4113	basR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4116	adiY	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4118	melR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4124	dcuR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4133	cadC	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
b4178	nsrR	b2348_tRNA_2466308_2466383	argW	TRUE	FALSE
